pubblication_date,oggetto,cig,importoAggiudicazione,vendor_code,agency_name,sceltaContraente,agency_fiscal_code,vendor_name,importoSommeLiquidate,vendor_country
2011-1,FORNITURA DI UN RIVELATORE A SPETTROMETRIA DI MASSA PER CROMATOGRAFIA LIQUIDA,0785202130,150908.00,,UMBRA ACQUE S.P.A.,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02634920546,,0,
2011-1,LAVORI DI MANUTENZIONE O.O.A.A.,07071273A8,0,,CIRCUMVESUVIANA SRL,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",07608220633,,0,
2011-1,RETTE MINORI IN STRUTTURA SEFORA COOP,2043684562,0,,COMUNE DI PRATO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,84006890481,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,28661738C6,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,NOLEGGIO DUMPER,33174259B4,0,,ACAM S.P.A,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,00213810112,,0,
2011-1,LAVORI DI SOSTITUZIONE PROGRAMMATA CONTATORI NEI COMUNI GESTITI DA DG ROMA CON PARTICOALRE RIFERIMENTO NEL COMUNE DI ROMA. PRESIDIO OPERATIVO S. PAOLO.,07825894DE,0,,SOCIETA&apos; ITALIANA PER IL GAS PER AZIONI,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",00489490011,,0,
2011-1,ESTENSIONE SPIRALATA CON RACCORDO A &quot;Y&quot; CON DOPPIA VALVOLA,33666420DE,0,,CENTRO DI RIFERIMENTO ONCOLOGICO DI BASILICATA-ISTITUTO D...,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,93002460769,,0,
2011-1,SERVIZIO DI SICUREZZA PRESSO CENTRO DI ACCOGLIENZA IMMIGRATI,2757492262,59780.00,08933031000,COMUNE DI ROMA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02438750586,INTERNATIONAL VIALI SAFETI SRL,0,ITALY
2011-1,APPALTO SERVIZIO TAGLIO ERBA TERRITORIO COMUNALE,1140896927,0,,COMUNE DI LERICI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,00214710113,,0,
2011-1,LOTTO 428,0813949BF3,0,,AZIENDA USL DI BOLOGNA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02406911202,,0,
2011-1,SERVIZIO DI MANUTENZIONE OPERE DA FALEGNAME OCCORENTI NEGLI STABILIMENTI DELL&apos;AZIENDA OSPEDALIERA.,086004211C,0,,AZIENDA SANITARIA OSPEDALIERA SS. ANTONIO E BIAGIO E C. A...,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,01640560064,,0,
2011-1,FORNITURA GIUNTI PER TUBAZIONI,0775450195,49860.00,11139640152,ENIPOWER SPA,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",12958270154,SARTORI E C. SRL,0,ITALY
2011-1,ASSISTENZA PROTESICA,4245547038,0,,UNITA&apos; LOCALE SOCIO SANITARIA N.20 VERONA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02573090236,,0,
2011-1,FARMACIE ESTERNE PRIVATE CONVENZIONATE,2866331B28,0,,AZIENDA SANITARIA LOCALE BARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,06534340721,,0,
2011-1,LAVORI DI RECUPERO E RISANAMENTO DELLE ABITAZIONI NEL CENTRO STORICO DI SPERLONGA,0773139E78,0,,COMUNE DI SPERLONGA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,81003790599,,0,
2011-1,FORNITURA PEZZI DI RICAMBIO PER ATTREZZATURE SANITARIE,0800134376,0,,AZIENDA SANITARIA LOCALE &apos;VC&apos;,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,01811110020,,0,
2011-1,SERVIZI DI MANUTENZIONE E RIPARAZIONE AUTOMEZZI (CANTIERE ADRIA),287696529F,0,,ECOGEST SRL,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,01174480291,,0,
2011-1,ASSISTENZA SISTEMISTICA,08822274BF,493716.00,00736410150,STOCCAGGI GAS ITALIA S.P.A.,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,13271380159,ABB S.P.A.,0,ITALY
2011-1,SERVIZIO CUCINA,0919639E18,0,,AZIENDA PUBBLICA DI SERVIZI ALLA PERSONA &apos;REDENTA FLORIANI&apos;,02-PROCEDURA RISTRETTA,81000810226,,0,
2011-1,PROGETTAZIONE DEFINITIVA/ESECUTIVA E SICUREZZA PER ARREDO URBANO DI LEGOS,0845572C13,0,,COMUNE DI LEDRO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02147150227,,0,
2011-1,FORNITURA DI 200 PERSONAL COMPUTERS,0784497B64,87000.00,06742260158,AZIENDA OSPEDALIERA ISTITUTI CLINICI DI PERFEZIONAMENTO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80031750153,LOGOS TRE MAGENTA,0,ITALY
2011-1,RDA 20050112 MT - REALIZZAZIONE INTERVENTI DEVELOPMENT CENTER,08111863DC,0,,A2A S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",11957540153,,0,
2011-1,SISTEMA ECOCARDIOGRAFICO,3560623F09,0,,AZIENDA OSPEDALIERA DEI COLLI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06798201213,,0,
2011-1,DISTINTA MENSILE FARMACI E SERVIZI FARMACIA FARMAVALDARNO,28861595BF,0,,AZIENDA USL 8 - AREZZO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01458450515,,0,
2011-1,FORNITURA DEL SERVIZIO DI RASSEGNA STAMPA,2039638A83,50000.00,06862080154,REGIONE LOMBARDIA CONSIGLIO REGIONALE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80053570158,L&apos;ECO DELLA STAMPA SPA,0,ITALY
2011-1,SERVIZIO MANUTE. E ASSISTENZA TECNICA SISTEMA CETRAPLUS C/O DIP.INTERAZ. DI MEDICINA TRASFUSIONALE,22777499ED,70086.00,05688870483,UNITA&apos; LOCALE SOCIO-SANITARIA N. 6 VICENZA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02441500242,A. MENARINI DIAGNOSTICS SRL,0,ITALY
2011-1,SPORTELLO IMMIGRATI,074040270D,0,,COMUNE DI PORTICI,01-PROCEDURA APERTA,80015980636,,0,
2011-1,MESSA A DISPOSIZIONE ED ALLESTIMENTO DI SPAZI FIERISTICI PER MANIFESTAZIONE DI ORIENTAMENTO,1373609201,247000.00,00312600372,ALMA MATER STUDIORUM-UNIVERSITA&apos; DI BOLOGNA:SEDE (BO-CESE...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,80007010376,FIERE INTERNAZIONALI DI BOLOGNA SPA - BOLOGNAFIERE,0,ITALY
2011-1,FORNITURA DI N. 3 BATTELLI PER IL SOCCORSO,074893370E,0,,REGIONE VENETO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80007580279,,0,
2011-1,DISTINTA MENSILE FARMACI E SERVIZI FARMACIA MONTICINI,2904584A88,0,,AZIENDA USL 8 - AREZZO,26-AFFIDAMENTO DIRETTO IN ADESIONE AD ACCORDO QUADRO/CONVENZIONE,01458450515,,0,
2011-1,FORNITURA DI DISPOSITIVI PROTESICI IMPIANTABILI - DITTA SBM SISTEMI MEDICALI,2718160895,0,,AZIENDA SANITARIA LOCALE BARI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,06534340721,,0,
2011-1,SERVIZIO TRIENNALE DI VIGILANZA E PORTIERATO - INTEGRAZIONE,0759256DDB,0,,AMMINISTRAZIONE PROVINCIALE DI PIACENZA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00233540335,,0,
2011-1,PAGAMENTO FATTURE DG 1/2011 - PROROGA CONTRATTI DIVERSI - CONTO 60201010 NOLEGGIO ATTREZZATURE SANITARIE,3687501E13,0,,FONDAZIONE IRCCS POLICLINICO &apos;S.MATTEO&apos;,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00303490189,,0,
2011-1,AFFIDAMENTO DEL SERVIZIO DI MANUTENZIONE E SORVEGLIANZA DEL CIMITERO DI VIA IARDINO,049342967C,0,,COMUNE VITULAZIO,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,01659360612,,0,
2011-1,BOCCETTE INCHIOSTRO NERO OLEOSO,10244689BA,0,,MINISTERO DELL&apos;INTERNO-DIPARTIMENTO PER GLI AFFARI INTERN...,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,80185690585,,0,
2011-1,LAVORI DI SOSTITUZIONE PROGRAMMATA CONTATORI NEI COMUNI GESTITI DA DG ROMA CON PARTICOALRE RIFERIMENTO NEL COMUNE DI ROMA. PRESIDIO OPERATIVO TIBURTINO,0782598C49,0,,SOCIETA&apos; ITALIANA PER IL GAS PER AZIONI,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",00489490011,,0,
2011-1,INTERVENTI DI MANUTENZIONE STRAORDINARIA E SU GUASTO EFFETTUATI SUGLI IMPIANTI TERMO-IDRAULICI E DI CONDIZIONAMENTO SU  RICHIESTA DELL?AMMINISTRAZIONE AI SENSI DEL CAPITOLATO SPECIALE D?APPALTO DEL SERVIZIO AFFIDATO CON DELIBERAZIONE N. 382 DEL 20/09/2010 E SUCCESSIVE INTEGRAZIONI.,27062346F0,120000.00,99999999999,AZIENDA OSPEDALIERO UNIVERSITARIA DI SASSARI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02268260904,NON  CLASSIFICATO,0,ITALY
2011-1,MATERIALE PER VIDEOLAPAROSCOPIA,1344441BCC,0,,AZIENDA SANITARIA LOCALE CN2,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02419170044,,0,
2011-1,CONTRATTO PRESTAZIONE D&apos;OPERA - REALIZZAZIONE E MANUTENZIONE APPLICAZIONI PER INFRASTRUTTURE SANITARIE,1550280386,63800.00,01458650304,INSIEL SPA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00118410323,PETRICEVIC GEOM. PAOLO,0,ITALY
2011-1,"ATTIVITA&apos; DI PULIZIA E DISOSTRUZIONE DELLE CONDOTTE FOGNARIE, PULIZIE DEI POZZI, STAZIONI DI SOLLEVAMENTO E/O RILASCIO DELLE ACQUE REFLUE - ANNO 2011",12498977A0,145000.00,PEXGNN53D04D251M,IDRO TIGULLIO S.P.A.,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,01100710993,PE GEOM. GIOVANNI BATTISTA,0,ITALY
2011-1,PERSONALE A CONVENZIONE SCUOLA DELL&apos;INFANZIA,1800661077,0,,COMUNE DI MASSA LOMBARDA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00202100392,,0,
2011-1,FORNITURA DI COLO-UROSTOMIZATI E MEDICAZIONI AVANZATE PER L&apos;ASL TARANTO PER IL PERIODO 01/01/11 - 30/06/11 DELI.N.1217/10. DITTA TELEFLEX MEDICAL,3135112842,0,,AZIENDA UNITA&apos; SANITARIA LOCALE ASL TA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02026690731,,0,
2011-1,INSERIMENTO IN STRUTTURA DI MINORI - FONDAZIONE DON GIOVANNI ZANANDREA - CENTO (FE) DISTRETTO SUD-EST,276209266B,0,,AZIENDA USL DI FERRARA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,01295960387,,0,
2011-1,CONCESSIONI DI GESTIONE DI SPIAGGIA ATTREZZATA CON STRUTTURE A SERVIZIO DELLA BALNEAZIONE CHIOSCO BAR A MARINA DI VECCHIANO,084217157D,0,,COMUNE DI VECCHIANO,01-PROCEDURA APERTA,00162610505,,0,
2011-1,AFFIDAMENTO SERVIZIO RESIDENZIALE E SEMIRESIDENZIALI DISABILI - ANFFAS,2452641F5D,93400.00,99999999999,COMUNITA&apos; DELLA VALLE DI SOLE,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,92019720223,NON  CLASSIFICATO,0,ITALY
2011-1,FORNITURA DI PROTESI OCULISTICHE - DITTA ZEISS - CARL ZEISS,271867733B,0,,AZIENDA SANITARIA LOCALE BARI,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,06534340721,,0,
2011-1,RIVISTA INFORMAZIONE SUI FARMACI - FARMACIE COMUNALI RIUNITE - REGGIO EMILIA,253160173A,45066.67,00761840354,AZIENDA PROVINCIALE PER I SERVIZI SANITARI,25-AFFIDAMENTO DIRETTO A SOCIETA&apos; RAGGRUPPATE/CONSORZIATE O CONTROLLATE NELLE CONCESSIONI DI LL.PP,01429410226,RIVISTA INFORMAZIONE SUI FARMACI - FARMACIE COMUNALI RIUNITE,0,ITALY
2011-1,SPESE TELEFONICHE,23165540D6,0,,COMUNE DI VINCI,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,82003210489,,0,
2011-1,CENTRO BIOMEDICO MERIDIONALE S.R.L. - BARI,2926692EA0,0,,AZIENDA SANITARIA LOCALE BARI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,06534340721,,0,
2011-1,GARZA IN COTONE IDROFILO NON STERILE CON ORLO CUCITO 4 STRATTI,09487369B4,54292.12,00397360488,AZIENDA ASL N.8,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02261430926,DITTA LUIGI SALVADORI SPA,0,ITALY
2011-1,LAVORI PER LAREALIZZAZIONE DELLE OPERE DI RIQUALIFICAZIONE DEL CENTRO STORICO.PROGETTO DI COMPLETAMENTO,246428042F,0,,COMUNE DI SORGONO,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,00160130910,,0,
2011-1,SERVIZIO DI INGEGNERIA CLINICA - MANUTENZIONI IN ECONOMIA ANNO 2011 - DITTA DRAEGER MEDICAL ITALIA SPA,1790289138,0,,AZIENDA OSPEDALIERA OSPEDALE FATEBENEFRATELLI OFTALMICO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,11809480152,,0,
2011-1,SERVIZIO DI MANUTENZIONE DEGLI APPARATI ATTIVI DELLA RETE ISTAT,0692600F95,102000.00,08942951008,ISTITUTO NAZIONALE DI STATISTICA - ISTAT,01-PROCEDURA APERTA,80111810588,ITI INNOVAZIONE TECNOLOGICA ITALIANA SRL,0,ITALY
2011-1,AFFIDAMENTO DEI LAVORI DI ADEGUAMENTO ALLE NORME DI PREVENZIONE INCENDI DELL&apos;EDIFICIO 7,0827252DEE,219128.20,,ISTITUTO GIANNINA GASLINI,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00577500101,,0,
2011-1,AFFIDAMENTO DIRETTO TRASPORTO GRATUITO ALLUNNI PENDOLARI ANNO SCOLASTICO 2010/2011 (PERIODO GENNAIO-MAGGIO),09123238BF,0,,COMUNE DI CALTABELLOTTA,17-AFFIDAMENTO DIRETTO EX ART. 5 DELLA LEGGE N.381/91,83001070842,,0,
2011-1,CONVENZIONE CONSIP BUONI PASTO 5,142496919E,0,,ASP CIRCONDARIO IMOLESE,01-PROCEDURA APERTA,02799561200,,0,
2011-1,SERVIZIO DI DISTRIBUZIONE DEL GAS METANO NEL TERRITORIO COMUNALE,07722966D0,0,,COMUNE DI GHIFFA,01-PROCEDURA APERTA,00426450037,,0,
2011-1,FORNITURA PROTESI E PRESIDI CHIRURGICI PER LE STRUTTURE DI ORTOPEDIA DELLA ASL TA - DEL. C.S. N.95 DEL 17/01/2011 - ORTOPEDICAL,4042008285,0,,AZIENDA UNITA&apos; SANITARIA LOCALE ASL TA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02026690731,,0,
2011-1,LAVORI AMPLIAMENTO CIMITERO FRAZ. CASSINGHENO,2051998251,0,,COMUNE DI FASCIA,03-PROCEDURA NEGOZIATA PREVIA PUBBLICAZIONE DEL BANDO,80041610108,,0,
2011-1,"L15 STRISCE DI PERICARDIO BOVINO , RIMODELLABILI, BIOCOMPATIBILI, DI FACILE APPLICAZIONE IN UN UNICO STEP CON LE SUTURATRICI MECCANICHE LINEARI, CIRCOLARI, PER RINFORZO E SOSTEGNO ASCIUTTO IN CHIRURGIA POLMONARE - ENDOSCOPICHE  MISURE VARIE",0782763475,0,,SOCIETA&apos; REGIONALE PER LA SANITA&apos; SPA CON UNICO SOCIO,01-PROCEDURA APERTA,04786681215,,0,
2011-1,RIFUNZIONALIZZAZIONE DELL&apos;IMMOBILE COMUNALE DENOMINATO,051685061B,0,,COMUNE DI SESSA AURUNCA,01-PROCEDURA APERTA,00160250619,,0,
2011-1,PROCEDURA PER L&apos;ACQUISTO DI N.4 COAUGULATORI BIPOLARI CON IRRIGATORE,072647956E,0,,AZIENDA USL DI BOLOGNA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02406911202,,0,
2011-1,TURNI DI PRONTO SOCCORSO 74710,0728817ECC,101775.00,99999999999,SOCIETA&apos; P.A. ESERCIZI AEROPORTUALI S.E.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",00826040156,NON  CLASSIFICATO,0,ITALY
2011-1,"MANUTENZIONE VERDE DO, MG, DI-NOR",07784637FB,0,,SNAM RETE GAS S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",13271390158,,0,
2011-1,"L.R. 4/2000 &quot;INTERVENTI REGIONALI PER LO SVILUPPO, LA RIVITILIZZAZIONE E IL MIGLIORAMENTO QUALITATIVO DEI TERRITORI TURISTICI&quot; PIANO ANNUALE DEGLI INTERVENTI 2006 - PRIMA VALORIZZAZIONE TURISTICA DEL &quot;PARCO DELLE RIVE ROSSE&quot; NEL TERRITORIO COMUNALE CON POTENZIAMENTO ATTIVITÀ TURISTICHE OUTDOOR E REALIZZAZIONE DI UN POLO LOGISTICO DI ACCOGLIENZA ED ORGANIZZAZIONE EVENTI - 2° LOTTO - VARIAZIONE TRACCIATO S.P. 232 &quot;BALTIGATI-CURINO&quot;",0675431749,0,,COMUNE DI SOPRANA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,83000470027,,0,
2011-1,PROROGA REAGENTI E STRUMENTAZIONI PER IMMUNOMETRIA.,2818067673,0,,AZIENDA OSPEDALIERA OSPEDALE CONSORZIALE POLICLINICO,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,04846410720,,0,
2011-1,PRODOTTI ORIGINALI DEDICATI A LAVADISINFETTATRICI ETD2 - DITTA OLYMPUS,0796599E46,62497.44,10994940152,AZIENDA OSPEDALIERA UNIVERSITARIA SAN GIOVANNI BATTISTA D...,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,05438190018,OLYMPUS ITALIA S.R.L.,0,ITALY
2011-1,"DITTA PFIZER ITALIA S.R.L. (TAZOCIN 2,5MG)",1913146A03,0,,FONDAZIONE IRCCS CA&apos; GRANDA OSPEDALE MAGGIORE POLICLINICO,01-PROCEDURA APERTA,04724150968,,0,
2011-1,"IMPEGNO FONDI DI EURO 149.938,55 (IVA COMPRESA AL 4%) ED AFFIDAMENTO ALLA COOP. SOC. IL CIGNO DEL SERVIZIO DI ASSISTENZA DOMICILIARE, PRESSO LE STRUTTURE RESIDENZIALI COMUNALI: ROMA 1, ROMA 2, ROMA 3. PERIODO FEBBARIO 2011. IMPEGNO FONDI DI EURO 30,00 PER CONTRIBUTO ALL&apos;AUTORITÀ DI VIGILANZA SUI CONTRATTI PUBBLICI DI LAVORI SERVIZI E FORNITURE.",0967724F17,0,,COMUNE DI ROMA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,02438750586,,0,
2011-1,CONTRIBUTO PER GESTIONE PALAZZETTO LOTTICI,293238262C,0,,PARMA INFRASTRUTTURE SPA,01-PROCEDURA APERTA,02346630342,,0,
2011-1,LOTTO N. 1 - FORNITURA DI N. 10 ADDENSATORI DINAMICI (TAGLIA PARI A 200MC/H) COMPLETI DI QUADRI ELETTRICI DI COMANDO E CONTROLLO E RELATIVO SERVIZIO DI MANUTENZIONE PER LA DURATA DI NOVE ANNI,06817169D4,0,,ACEA ATO 2 - GRUPPO ACEA - SOCIETA&apos; PER AZIONI,01-PROCEDURA APERTA,05848061007,,0,
2011-1,VIAGGI D&apos;ISTRUZIONE,1756205236,0,,ISTITUTO TECNICO INDUSTRIALE STATALE &quot;BASILIO FOCACCIA&quot;,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80023050653,,0,
2011-1,ACQUISIZIONE DI PRODOTTI SANITARI IN ESCLUSIVA ACTELION,34831935CA,120000.00,01275170080,AZ. OSP.-UNIVERSITARIA S. MARIA DELLA MISERICORDIA DI UDINE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02445630300,ACTELION PHARMACEUTICALS ITALIA S.R.L.,0,ITALY
2011-1,REALIZZAZIONE DELLE OPERE DI URBANIZZAZIONE DEL PIANO DI LOTTIZZAZIONE &quot;PL 36&quot;,07511848A3,198583.95,,COMUNE DI ORIGGIO,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00322990128,,0,
2011-1,IMPIANTO PRODUZIONE ENERGIA ELETTRICA PER CONVERSIONE FOTOVOLTAICA CASA COM.LE,0730744505,58333.18,02138210907,COMUNE POZZOMAGGIORE-SERV DISTRIB ENERGIA ELETT E ALTRI S...,01-PROCEDURA APERTA,00104700901,SAFETY ENERGY S.R.L.,0,ITALY
2011-1,FORNITURE E PRESTAZIONI MANODOPERA MANUTENZIONE ORDINARIA PATRIMONIO,09048723FE,0,,COMUNE DI SERAVEZZA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,00382300465,,0,
2011-1,CONTRATTO PER IL SERVIZIO DI SANITIZZAZIONE DEGLI IMPIANTI DI DEMINERALIZZAZIONE IN USO PRESSO L?AZIENDA OSPEDALIERA,0882380302,0,,AZIENDA OSPEDALIERA OSPEDALE NIGUARDA CA GRANDA,04-PROCEDURA NEGOZIATA SENZA PREVIA PUBBLICAZIONE DEL BANDO,11390840152,,0,
2011-1,ACQUISTO NR. 7 S.D.U. P/N 1160.502-2,0892587A15,0,,4? REGGIMENTO DI SOSTEGNO CAVALLERIA DELL&apos;ARIA &quot;SCORPIONE&quot;,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80015910567,,0,
2011-1,MACCHINA AFFRANCATRICE MATR. 92580 - CONTO 30031851024,2488843237,110206.13,01114601006,MINISTERO DELLA PUBBLICA ISTRUZIONE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80185250588,POSTE ITALIANE SPA,0,ITALY
2011-1,SERVIZIO DI SMALTIMENTO E/O RECUPERO RIFIUTI ANNUALITÀ 2011,2279747ABA,0,,COMUNE DI NOVATE MILANESE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02032910156,,0,
2011-1,COSTRUZIONE METANODOTTO SPINA DI CAVA DÈ TIRRENI (SA) DN 300,06648603D3,0,,SNAM RETE GAS S.P.A.,"14-PROCEDURA SELETTIVA EX ART 238 C.7, D.LGS. 163/2006",13271390158,,0,
2011-1,INCARICO INDIPENDENT ENGINEER,3571166B66,98000.00,GB62429892,AEROPORTI DI ROMA S.P.A.,06-PROCEDURA NEGOZIATA SENZA PREVIA INDIZIONE DI  GARA ART. 221 D.LGS. 163/2006,13032990155,LEIGHFISHER LTD,0,NOT ITALY
2011-1,SERVIZIO DI PULIZIA DEI LOCALI DEI CENTRI SOCIALI ANZIANI MUNICIPIO XV,1483129CC1,46400.00,05654881001,COMUNE DI ROMA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02438750586,ASTRO SERVICE SRL,0,ITALY
2011-1,RISTRUTTURAZIONE DEI LOCALI DESTINATI AD OSPITARE L&apos;UO DI RIABILITAZIONE SPECIALISTICA PRESSO L&apos;OSPEDALE DI ESINE,0723945A4D,106741.02,05196580962,AZIENDA SANITARIA LOCALE DI VALLECAMONICA-SEBINO,01-PROCEDURA APERTA,02072150986,TI-EFFE COSTRUZIONI SAS DI TALDONE FRANCESCO E C.,0,ITALY
2011-1,L2RETE CHIRURGICA NON RIASSORBIBILE PIANA.,0778460582,0,,SOCIETA&apos; REGIONALE PER LA SANITA&apos; SPA CON UNICO SOCIO,01-PROCEDURA APERTA,04786681215,,0,
2011-1,ECONOMIA - RESPIRONICS ITALY,0798469575,0,,AZIENDA OSPEDALIERA BOLOGNINI DI SERIATE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,02585160167,,0,
2011-1,"AFFIDAMETO, IN COTTIMO FIDUCIARIO, DEL SERVIZIO DI PULIZIA PRESSO LA CESERMA BECHI LUSERNA E LE SUE PERTINENZE",11164782CA,0,,5? REGGIMENTO GENIO GUASTATORI,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,83003430911,,0,
2011-1,INSERIMENTO ANZIANI PRESSO L&apos;ISTITUTO GAUDENZIO DE PAGAVE - LA CITTADELLA DELL&apos;ANZIANO,3181213403,0,,COMUNE DI NOVARA,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,00125680033,,0,
2011-1,FORNITURA TRIENNALE DI DISPOSITIVI PER LA RIPARAZIONE DEL PROLASSO VAGINALE,0885340DAA,0,,AZIENDA OSPEDALIERA OSPEDALE S. ANNA,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,02166380135,,0,
2011-1,REALIZZAZIONE IMPIANTO FOTOVOLTAICO PRESSO LA STAZIONE DI VALLE DELLA FUNIVIA MONTE MEZZOCORONA,1944872F21,0,,FUNIVIA MONTE DI MEZZOCORONA S.R.L. UNIPERSONALE,23-AFFIDAMENTO IN ECONOMIA - AFFIDAMENTO DIRETTO,80008990220,,0,
2011-1,LAVORI DI RICOSTRUZIONE DELLA PALESTRA DELLA SCUOLA ELEMENTARE SAN TOMMASO. LAVORI DI COMPLETAMENTO,0785898F87,0,,MUNICIPIO DI AVELLINO,08-AFFIDAMENTO IN ECONOMIA - COTTIMO FIDUCIARIO,00184530640,,0,
